property_id,property_name,listing_type,price_zar,price_tier,review_count,demand_score,url,ingested_at
106994.0,Droëdap Guest Farm,Self Catering,2000.0,Premium,9.0,1.0,https://www.lekkeslaap.co.za/accommodation/drodap-gaste-plaas,2026-06-27T11:22:33.756257
20240.0,Honne-Pondokkies,Self Catering,450.0,Budget,349.0,25.85,https://www.lekkeslaap.co.za/accommodation/honde-pondokkies,2026-06-27T11:22:33.756257
184.0,Daisy Country Lodge,Guest House,2400.0,Premium,62.0,6.89,https://www.lekkeslaap.co.za/accommodation/daisy-country-lodge,2026-06-27T11:22:33.756257
52845.0,The Dogstone Cottage,Self Catering,1400.0,Premium,98.0,10.89,https://www.lekkeslaap.co.za/accommodation/the-dogstone-cottage,2026-06-27T11:22:33.756257
57100.0,Fisherman's Cottage,Self Catering,1350.0,Premium,45.0,5.0,https://www.lekkeslaap.co.za/accommodation/fishermans-cottage-18,2026-06-27T11:22:33.756257
71888.0,Chef's @ 6 Selfsorg Eenhede,Self Catering,1000.0,Mid-Range,243.0,22.5,https://www.lekkeslaap.co.za/accommodation/chefs--6-selfsorg-eenhede,2026-06-27T11:22:33.756257
66018.0,Mdluli Safari Lodge,Lodge,11844.0,Luxury,2.0,0.28,https://www.lekkeslaap.co.za/accommodation/mdluli-safari-lodge,2026-06-27T11:22:33.756257
452.0,River House Guest Lodge,Guest House,2875.0,Luxury,32.0,4.44,https://www.lekkeslaap.co.za/accommodation/river-house-guest-lodge,2026-06-27T11:22:33.756257
77441.0,Machaton Private Camp,Self Catering,,Unknown,1.0,0.05,https://www.lekkeslaap.co.za/accommodation/machaton-private-camp-13,2026-06-27T11:22:33.756257
38407.0,As Featured on Instagram Makumu Private Game Lodge,Game Lodge,,Unknown,1.0,0.05,https://www.lekkeslaap.co.za/accommodation/makumu-private-game-lodge,2026-06-27T11:22:33.756257
107320.0,As Featured on Instagram The Orpen Kruger,Game Lodge,6545.0,Luxury,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/the-orpen-kruger,2026-06-27T11:22:33.756257
143885.0,Aha Nkuhlu Tented Camp,Self Catering,5500.0,Luxury,2.0,0.28,https://www.lekkeslaap.co.za/accommodation/aha-nkuhlu-tented-camp,2026-06-27T11:22:33.756257
143577.0,Tintswalo Scops Rest,Game Lodge,,Unknown,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/tintswalo-scops-rest,2026-06-27T11:22:33.756257
81950.0,As Featured on Instagram Tulela Safari Lodge,Lodge,,Unknown,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/tulela-safari-lodge,2026-06-27T11:22:33.756257
62050.0,Ivory Wilderness River Rock Lodge,Lodge,14500.0,Luxury,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/ivory-wilderness-river-rock-lodge,2026-06-27T11:22:33.756257
80687.0,Bateleur Safari Camp,Lodge,16412.0,Luxury,1.0,0.14,https://www.lekkeslaap.co.za/accommodation/bateleur-safari-camp,2026-06-27T11:22:33.756257
64757.0,"Buyskop Lodge, Conference and Spa",Self Catering,734.0,Mid-Range,211.0,19.54,https://www.lekkeslaap.co.za/accommodation/buyskop-lodge-conference-and-spa,2026-06-27T11:22:33.756257
83465.0,De Kunst Huisje,Guest House,1100.0,Mid-Range,101.0,9.35,https://www.lekkeslaap.co.za/accommodation/de-kunst-huisje-gastehuis,2026-06-27T11:22:33.756257
26484.0,Twiga Lodge Mabalingwe,Game Lodge,2535.0,Luxury,78.0,10.83,https://www.lekkeslaap.co.za/accommodation/twiga-lodge-mabalingwe,2026-06-27T11:22:33.756257
2264.0,Geelhout Guesthouse,Guest House,820.0,Mid-Range,171.0,15.83,https://www.lekkeslaap.co.za/accommodation/geelhout-guesthouse,2026-06-27T11:22:33.756257
84217.0,Loodswaai Boshuisie,Self Catering,735.0,Mid-Range,71.0,6.57,https://www.lekkeslaap.co.za/accommodation/loodswaai-boshuisie,2026-06-27T11:22:33.756257
111894.0,Tamboti Grove,Self Catering,4171.0,Luxury,4.0,0.56,https://www.lekkeslaap.co.za/accommodation/tamboti-grove,2026-06-27T11:22:33.756257
14006.0,ATKV Klein Kariba,Resort,269.0,Budget,808.0,59.85,https://www.lekkeslaap.co.za/accommodation/atkv-klein-kariba,2026-06-27T11:22:33.756257
136029.0,Lejwe La Metsi Private Reserve,Game Lodge,17000.0,Luxury,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/lejwe-la-metsi-private-reserve,2026-06-27T11:22:33.756257
55470.0,Shala Mushe Tented Lodge @ Camp,Lodge,203.0,Budget,21.0,1.56,https://www.lekkeslaap.co.za/accommodation/shala-mushe-tented-lodge--camp,2026-06-27T11:22:33.756257
114470.0,VlakkiesKraal Guest Farm,Self Catering,850.0,Mid-Range,36.0,3.33,https://www.lekkeslaap.co.za/accommodation/vlakkieskraal-guest-farm,2026-06-27T11:22:33.756257
101607.0,Roll-Inn@Myrtle,Self Catering,934.0,Mid-Range,25.0,2.31,https://www.lekkeslaap.co.za/accommodation/roll-innmyrtle,2026-06-27T11:22:33.756257
95957.0,Oceanview @ Wilgers,Self Catering,1700.0,Premium,64.0,7.11,https://www.lekkeslaap.co.za/accommodation/-wilgers,2026-06-27T11:22:33.756257
126439.0,Stay At Jbay,Self Catering,900.0,Mid-Range,11.0,1.02,https://www.lekkeslaap.co.za/accommodation/stay-at-jbay,2026-06-27T11:22:33.756257
91817.0,Koekeloer Selfsorg Eenhede,Self Catering,995.0,Mid-Range,62.0,5.74,https://www.lekkeslaap.co.za/accommodation/koekeloer-selfsorg-eenhede,2026-06-27T11:22:33.756257
106140.0,The Hideaway,Self Catering,1105.0,Mid-Range,26.0,2.41,https://www.lekkeslaap.co.za/accommodation/the-hideaway-75,2026-06-27T11:22:33.756257
101338.0,The Stargazing Cube,Self Catering,3334.0,Luxury,2.0,0.28,https://www.lekkeslaap.co.za/accommodation/the-stargazing-cube,2026-06-27T11:22:33.756257
6707.0,Outsiders B&B,B&B,1440.0,Premium,80.0,8.89,https://www.lekkeslaap.co.za/accommodation/outsiders-b-b,2026-06-27T11:22:33.756257
136227.0,Eseltjiesrus,Self Catering,2250.0,Premium,9.0,1.0,https://www.lekkeslaap.co.za/accommodation/eseltjiesrus,2026-06-27T11:22:33.756257
28689.0,Draaihoek Lodge & Restaurant,Lodge,400.0,Budget,41.0,3.04,https://www.lekkeslaap.co.za/accommodation/draaihoek-lodge--restaurant,2026-06-27T11:22:33.756257
3092.0,Crystal Lagoon Lodge,Guest House,1469.0,Premium,339.0,37.67,https://www.lekkeslaap.co.za/accommodation/crystal-lagoon-lodge,2026-06-27T11:22:33.756257
114784.0,Penguin's at Sea,Self Catering,2925.0,Luxury,13.0,1.81,https://www.lekkeslaap.co.za/accommodation/238-penguin-close,2026-06-27T11:22:33.756257
130437.0,Ocean Views,Self Catering,1000.0,Mid-Range,34.0,3.15,https://www.lekkeslaap.co.za/accommodation/ocean-views-14,2026-06-27T11:22:33.756257
99627.0,Klipdrift Sands Game Lodge,Lodge,1073.0,Mid-Range,95.0,8.8,https://www.lekkeslaap.co.za/accommodation/klipdrift-sands-bush-camp,2026-06-27T11:22:33.756257
31733.0,Gegund Gasteverblyf,Guest House,360.0,Budget,88.0,6.52,https://www.lekkeslaap.co.za/accommodation/uit-en-tuis,2026-06-27T11:22:33.756257
60673.0,Abelia Guest Rooms,Guest House,644.0,Budget,152.0,11.26,https://www.lekkeslaap.co.za/accommodation/abelia-guest-rooms,2026-06-27T11:22:33.756257
76972.0,The Lazy Lapa,Self Catering,1170.0,Mid-Range,48.0,4.44,https://www.lekkeslaap.co.za/accommodation/the-lazy-lapa,2026-06-27T11:22:33.756257
79587.0,Die Wit Hangmat,Self Catering,2800.0,Luxury,95.0,13.19,https://www.lekkeslaap.co.za/accommodation/die-wit-hangmat,2026-06-27T11:22:33.756257
28019.0,Rose Acres Guest House,Guest House,990.0,Mid-Range,228.0,21.11,https://www.lekkeslaap.co.za/accommodation/rose-acres-guest-house,2026-06-27T11:22:33.756257
33391.0,Stumble Inn Game Lodge,Game Lodge,667.0,Budget,76.0,5.63,https://www.lekkeslaap.co.za/accommodation/stumble-inn-game-lodge,2026-06-27T11:22:33.756257
120712.0,Spies Villa,Guest House,788.0,Mid-Range,50.0,4.63,https://www.lekkeslaap.co.za/accommodation/spies-villa,2026-06-27T11:22:33.756257
10145.0,Thatchings Bed & Breakfast,B&B,1734.0,Premium,29.0,3.22,https://www.lekkeslaap.co.za/accommodation/thatchings-guest-house-and-conference-venue,2026-06-27T11:22:33.756257
59636.0,Jakaranda Woonstel 8,Self Catering,749.0,Mid-Range,56.0,5.19,https://www.lekkeslaap.co.za/accommodation/jakaranda-woonstel-8,2026-06-27T11:22:33.756257
85927.0,Juanita 202,Self Catering,1254.0,Premium,22.0,2.44,https://www.lekkeslaap.co.za/accommodation/juanita-202-92,2026-06-27T11:22:33.756257
84230.0,Sands Umdloti Beach Front Apartment,Self Catering,2632.0,Luxury,34.0,4.72,https://www.lekkeslaap.co.za/accommodation/sands-umdloti-beach-front-apartment,2026-06-27T11:22:33.756257
34260.0,23 Ambleside Retreat,Guest House,875.0,Mid-Range,35.0,3.24,https://www.lekkeslaap.co.za/accommodation/23-ambleside,2026-06-27T11:22:33.756257
52963.0,Sea Forever,Self Catering,1301.0,Premium,27.0,3.0,https://www.lekkeslaap.co.za/accommodation/sea-forever,2026-06-27T11:22:33.756257
69298.0,3 Umzimkulu,Self Catering,1050.0,Mid-Range,43.0,3.98,https://www.lekkeslaap.co.za/accommodation/3-umzimkulu,2026-06-27T11:22:33.756257
140459.0,Marina Palms 22,Self Catering,1000.0,Mid-Range,5.0,0.46,https://www.lekkeslaap.co.za/accommodation/marina-palms-22,2026-06-27T11:22:33.756257
7717.0,Surfpoint 9,Self Catering,1020.0,Mid-Range,191.0,17.69,https://www.lekkeslaap.co.za/accommodation/surfpoint-9,2026-06-27T11:22:33.756257
132454.0,Schoeman 7 Paradise Beach,Self Catering,972.0,Mid-Range,11.0,1.02,https://www.lekkeslaap.co.za/accommodation/schoeman-7,2026-06-27T11:22:33.756257
134059.0,Jeffreys Bay Getaway,Self Catering,1575.0,Premium,10.0,1.11,https://www.lekkeslaap.co.za/accommodation/jeffreys-bay-getaway,2026-06-27T11:22:33.756257
97413.0,Marina View Guest House,Self Catering,1890.0,Premium,25.0,2.78,https://www.lekkeslaap.co.za/accommodation/marina-view-15,2026-06-27T11:22:33.756257
58237.0,RyQ-C@ JBay,Self Catering,840.0,Mid-Range,48.0,4.44,https://www.lekkeslaap.co.za/accommodation/ryq-c,2026-06-27T11:22:33.756257
97802.0,33D Kabeljauws Beach,Self Catering,1305.0,Premium,14.0,1.56,https://www.lekkeslaap.co.za/accommodation/33d-on-kabeljauws,2026-06-27T11:22:33.756257
128027.0,12 Marina Sands,Self Catering,2380.0,Premium,15.0,1.67,https://www.lekkeslaap.co.za/accommodation/12-marina-sands,2026-06-27T11:22:33.756257
79191.0,Pyramid House By the Sea,Self Catering,2200.0,Premium,40.0,4.44,https://www.lekkeslaap.co.za/accommodation/pyramid-house-by-the-sea,2026-06-27T11:22:33.756257
74679.0,Alfred View Guest House,B&B,1620.0,Premium,27.0,3.0,https://www.lekkeslaap.co.za/accommodation/alfred-view,2026-06-27T11:22:33.756257
125730.0,Granny Reed Cottage,Guest House,900.0,Mid-Range,20.0,1.85,https://www.lekkeslaap.co.za/accommodation/granny-reed-cottage,2026-06-27T11:22:33.756257
117036.0,Tumble Inn,Self Catering,630.0,Budget,19.0,1.41,https://www.lekkeslaap.co.za/accommodation/tumble-inn,2026-06-27T11:22:33.756257
32957.0,The Spinning Reel,Self Catering,730.0,Mid-Range,46.0,4.26,https://www.lekkeslaap.co.za/accommodation/the-spinning-reel,2026-06-27T11:22:33.756257
1731.0,Villa Majestic for Exclusive Accommodation,Self Catering,1000.0,Mid-Range,75.0,6.94,https://www.lekkeslaap.co.za/accommodation/villa-majestic-for-exclusive-accommodation,2026-06-27T11:22:33.756257
56674.0,Kowie River Chalets,Self Catering,2618.0,Luxury,12.0,1.67,https://www.lekkeslaap.co.za/accommodation/first-group-kowie-river-chalets,2026-06-27T11:22:33.756257
35538.0,Kellys Beachfront Apartments,Self Catering,1062.0,Mid-Range,56.0,5.19,https://www.lekkeslaap.co.za/accommodation/kellys-beachfront-apartments,2026-06-27T11:22:33.756257
2739.0,Kowie River Guest House,Self Catering,1600.0,Premium,29.0,3.22,https://www.lekkeslaap.co.za/accommodation/kowie-river-guest-house,2026-06-27T11:22:33.756257
67873.0,Itongasi Holiday Flat 28,Self Catering,1080.0,Mid-Range,14.0,1.3,https://www.lekkeslaap.co.za/accommodation/itongasi-holiday-flat-28,2026-06-27T11:22:33.756257
31580.0,Deo Gratia Beach House,Self Catering,2000.0,Premium,11.0,1.22,https://www.lekkeslaap.co.za/accommodation/deo-gratia-beach-house,2026-06-27T11:22:33.756257
120624.0,Milkwood Lodge 12,Self Catering,1300.0,Premium,2.0,0.22,https://www.lekkeslaap.co.za/accommodation/milkwood-lodge-12-96,2026-06-27T11:22:33.756257
154819.0,Burnamwood @ Forest Homes,Self Catering,800.0,Mid-Range,1.0,0.09,https://www.lekkeslaap.co.za/accommodation/burnamwood--forest-homes,2026-06-27T11:22:33.756257
62516.0,Eden Wilds 88,Self Catering,525.0,Budget,55.0,4.07,https://www.lekkeslaap.co.za/accommodation/88-eden-wilds,2026-06-27T11:22:33.756257
32548.0,Leisure Bay Self-catering,Self Catering,750.0,Mid-Range,44.0,4.07,https://www.lekkeslaap.co.za/accommodation/leisure-bay-self-catering,2026-06-27T11:22:33.756257
47466.0,Tuscany By The Sea,Self Catering,4200.0,Luxury,4.0,0.56,https://www.lekkeslaap.co.za/accommodation/tuscany-by-the-sea,2026-06-27T11:22:33.756257
63017.0,Umtamvuna View Cabanas,Self Catering,1600.0,Premium,14.0,1.56,https://www.lekkeslaap.co.za/accommodation/umtamvuna-view-cabanas,2026-06-27T11:22:33.756257
146883.0,Palm Beach Niche,Self Catering,900.0,Mid-Range,8.0,0.74,https://www.lekkeslaap.co.za/accommodation/palm-beach-niche,2026-06-27T11:22:33.756257
65190.0,Salt Therapy,Self Catering,1000.0,Mid-Range,3.0,0.28,https://www.lekkeslaap.co.za/accommodation/salt-therapy,2026-06-27T11:22:33.756257
11561.0,Swept Away Guesthouse,Guest House,1395.0,Premium,126.0,14.0,https://www.lekkeslaap.co.za/accommodation/swept-away-guesthouse,2026-06-27T11:22:33.756257
30738.0,Dolfin House,Self Catering,2200.0,Premium,110.0,12.22,https://www.lekkeslaap.co.za/accommodation/dolfin-house,2026-06-27T11:22:33.756257
142137.0,The Audrey Hepburn Suite,Self Catering,1440.0,Premium,12.0,1.33,https://www.lekkeslaap.co.za/accommodation/the-audrey-hepburn-suite,2026-06-27T11:22:33.756257
83331.0,Hemelstoep,Self Catering,792.0,Mid-Range,24.0,2.22,https://www.lekkeslaap.co.za/accommodation/hemelstoep,2026-06-27T11:22:33.756257
15553.0,No17 on Mile16,Self Catering,2500.0,Luxury,93.0,12.92,https://www.lekkeslaap.co.za/accommodation/no17-on-mile16,2026-06-27T11:22:33.756257
125959.0,Villa Mimosa,Self Catering,3000.0,Luxury,16.0,2.22,https://www.lekkeslaap.co.za/accommodation/villa-mimosa-11,2026-06-27T11:22:33.756257
18502.0,Chez James,Self Catering,1620.0,Premium,40.0,4.44,https://www.lekkeslaap.co.za/accommodation/chez-james,2026-06-27T11:22:33.756257
92987.0,Lazy@Yzer - Spectacular Seaview,Self Catering,5500.0,Luxury,25.0,3.47,https://www.lekkeslaap.co.za/accommodation/35-versveld,2026-06-27T11:22:33.756257
38549.0,Lugkasteel,Self Catering,3300.0,Luxury,80.0,11.11,https://www.lekkeslaap.co.za/accommodation/lugkasteel,2026-06-27T11:22:33.756257
88052.0,Mykonos Luxury Beach Accommodation,B&B,1440.0,Premium,12.0,1.33,https://www.lekkeslaap.co.za/accommodation/my-konos-luxury-beach-accommodation,2026-06-27T11:22:33.756257
38790.0,Ships Bell Apartments,Self Catering,1100.0,Mid-Range,114.0,10.56,https://www.lekkeslaap.co.za/accommodation/ships-bell-apartments,2026-06-27T11:22:33.756257
33189.0,Barnard Self-Catering Accommodation,Self Catering,1050.0,Mid-Range,37.0,3.43,https://www.lekkeslaap.co.za/accommodation/barnard-self-catering-apartments,2026-06-27T11:22:33.756257
103897.0,Rustgevonden,Self Catering,3320.0,Luxury,13.0,1.81,https://www.lekkeslaap.co.za/accommodation/rustgevonden-35,2026-06-27T11:22:33.756257
95535.0,Tree Aloe Guest House,Guest House,990.0,Mid-Range,13.0,1.2,https://www.lekkeslaap.co.za/accommodation/tree-aloe-guest-house,2026-06-27T11:22:33.756257
102443.0,Canal Guest House,Guest House,2090.0,Premium,6.0,0.67,https://www.lekkeslaap.co.za/accommodation/canal-guest-house,2026-06-27T11:22:33.756257
145607.0,Santareme Breeze,Self Catering,3000.0,Luxury,1.0,0.14,https://www.lekkeslaap.co.za/accommodation/santareme-breeze,2026-06-27T11:22:33.756257
63451.0,6 La Digue,Self Catering,4900.0,Luxury,5.0,0.69,https://www.lekkeslaap.co.za/accommodation/6-la-digue,2026-06-27T11:22:33.756257
107180.0,Ships Bell 16B,Self Catering,1500.0,Premium,16.0,1.78,https://www.lekkeslaap.co.za/accommodation/shipsbell-16b,2026-06-27T11:22:33.756257
89875.0,At The Beach Cottage Apartment,Self Catering,4000.0,Luxury,47.0,6.53,https://www.lekkeslaap.co.za/accommodation/at-the-beach-cottage-apartment,2026-06-27T11:22:33.756257
38302.0,4 Sea Cottage,Self Catering,2207.0,Premium,31.0,3.44,https://www.lekkeslaap.co.za/accommodation/4-sea-cottage,2026-06-27T11:22:33.756257
48801.0,Raaswater,Self Catering,1489.0,Premium,216.0,24.0,https://www.lekkeslaap.co.za/accommodation/raaswaterwestcoastlife-collection,2026-06-27T11:22:33.756257
117637.0,The Kite Manor,Self Catering,1040.0,Mid-Range,42.0,3.89,https://www.lekkeslaap.co.za/accommodation/the-kite-shed,2026-06-27T11:22:33.756257
96348.0,38 @ Nivica,Self Catering,1063.0,Mid-Range,24.0,2.22,https://www.lekkeslaap.co.za/accommodation/38--nivica,2026-06-27T11:22:33.756257
34408.0,Glenfinnan Guest House,Guest House,1450.0,Premium,27.0,3.0,https://www.lekkeslaap.co.za/accommodation/glenfinnan-guest-house,2026-06-27T11:22:33.756257
12986.0,On the Beach 1,Self Catering,1432.0,Premium,38.0,4.22,https://www.lekkeslaap.co.za/accommodation/on-the-beach-1,2026-06-27T11:22:33.756257
140467.0,Where Time Stops,Self Catering,1403.0,Premium,7.0,0.78,https://www.lekkeslaap.co.za/accommodation/where-time-stops,2026-06-27T11:22:33.756257
112407.0,Lalie Langebaan Akkommodasie,Self Catering,735.0,Mid-Range,33.0,3.06,https://www.lekkeslaap.co.za/accommodation/lalie-langebaan-akkommodasie,2026-06-27T11:22:33.756257
68628.0,WestBed -The Legend,Guest House,1350.0,Premium,64.0,7.11,https://www.lekkeslaap.co.za/accommodation/westbed,2026-06-27T11:22:33.756257
61622.0,Oudewerfskloof Olyfplaas,Self Catering,1150.0,Mid-Range,77.0,7.13,https://www.lekkeslaap.co.za/accommodation/oudewerfskloof-olyfplaas,2026-06-27T11:22:33.756257
19898.0,Beach Castle,Self Catering,1275.0,Premium,129.0,14.33,https://www.lekkeslaap.co.za/accommodation/beach-castle,2026-06-27T11:22:33.756257
9384.0,Muir Holiday Apartments,Self Catering,939.0,Mid-Range,203.0,18.8,https://www.lekkeslaap.co.za/accommodation/muir-holiday-flats,2026-06-27T11:22:33.756257
53471.0,Strandloper,Self Catering,1080.0,Mid-Range,126.0,11.67,https://www.lekkeslaap.co.za/accommodation/strandloper-56,2026-06-27T11:22:33.756257
95767.0,Beachfront @ Stilbaai,Self Catering,4500.0,Luxury,10.0,1.39,https://www.lekkeslaap.co.za/accommodation/beachfront--stilbaai,2026-06-27T11:22:33.756257
117493.0,32 on Prinsloo,Self Catering,891.0,Mid-Range,40.0,3.7,https://www.lekkeslaap.co.za/accommodation/32-on-prinsloo,2026-06-27T11:22:33.756257
132611.0,Sarah's Place - Stilbaai,Self Catering,765.0,Mid-Range,10.0,0.93,https://www.lekkeslaap.co.za/accommodation/sarahs-place---stilbaai,2026-06-27T11:22:33.756257
114167.0,Abansi,Self Catering,1260.0,Premium,20.0,2.22,https://www.lekkeslaap.co.za/accommodation/abansi,2026-06-27T11:22:33.756257
9676.0,See-Struis,Self Catering,1190.0,Mid-Range,180.0,16.67,https://www.lekkeslaap.co.za/accommodation/see-struis,2026-06-27T11:22:33.756257
125671.0,Grootfontein Plaas,Self Catering,2600.0,Luxury,7.0,0.97,https://www.lekkeslaap.co.za/accommodation/grootfontein-plaas,2026-06-27T11:22:33.756257
149158.0,Our Home By The Sea,Self Catering,3500.0,Luxury,6.0,0.83,https://www.lekkeslaap.co.za/accommodation/our-home-by-the-sea,2026-06-27T11:22:33.756257
36185.0,Festina Lente in Onrus,Self Catering,1755.0,Premium,35.0,3.89,https://www.lekkeslaap.co.za/accommodation/festina-lente-in-onrus,2026-06-27T11:22:33.756257
56106.0,Nerf-af Cottage & Rooms @ Onrusrivier,Self Catering,788.0,Mid-Range,91.0,8.43,https://www.lekkeslaap.co.za/accommodation/nerf---af,2026-06-27T11:22:33.756257
75956.0,Karibu Self-catering Accommodation,Self Catering,998.0,Mid-Range,143.0,13.24,https://www.lekkeslaap.co.za/accommodation/karibu-self-catering-accommodation,2026-06-27T11:22:33.756257
89051.0,La Casa Blanca,Self Catering,3600.0,Luxury,17.0,2.36,https://www.lekkeslaap.co.za/accommodation/la-casa-blanca,2026-06-27T11:22:33.756257
83530.0,River Tree House,Self Catering,2250.0,Premium,12.0,1.33,https://www.lekkeslaap.co.za/accommodation/river-tree-house,2026-06-27T11:22:33.756257
141837.0,Providence,Self Catering,1967.0,Premium,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/providence-10,2026-06-27T11:22:33.756257
3258.0,Kennedys Beach Villa,Guest House,2080.0,Premium,30.0,3.33,https://www.lekkeslaap.co.za/accommodation/kennedys-beach-villa,2026-06-27T11:22:33.756257
83228.0,Sonsandsee,Self Catering,2500.0,Luxury,18.0,2.5,https://www.lekkeslaap.co.za/accommodation/sonandsee,2026-06-27T11:22:33.756257
82658.0,Grundhoud,Self Catering,1500.0,Premium,39.0,4.33,https://www.lekkeslaap.co.za/accommodation/grundhoud,2026-06-27T11:22:33.756257
93008.0,Arendsroep,Self Catering,1196.0,Mid-Range,58.0,5.37,https://www.lekkeslaap.co.za/accommodation/arendsnes-13,2026-06-27T11:22:33.756257
54187.0,Flight of the Eagle @ Kruger,Self Catering,2470.0,Premium,52.0,5.78,https://www.lekkeslaap.co.za/accommodation/flight-of-the-eagle--kruger,2026-06-27T11:22:33.756257
38421.0,Meerkatgat 3341 Seekoei Road,Self Catering,2444.0,Premium,185.0,20.56,https://www.lekkeslaap.co.za/accommodation/meerkatgat-3341-seekoei-road,2026-06-27T11:22:33.756257
34477.0,Imbube Safari Lodge,Guest House,1000.0,Mid-Range,25.0,2.31,https://www.lekkeslaap.co.za/accommodation/erdvark-3950-99,2026-06-27T11:22:33.756257
70947.0,Kudus Crest Bush Retreat,Self Catering,2000.0,Premium,97.0,10.78,https://www.lekkeslaap.co.za/accommodation/kudus-crest-bush-retreat,2026-06-27T11:22:33.756257
79698.0,Huis Maroela,Self Catering,1200.0,Premium,160.0,17.78,https://www.lekkeslaap.co.za/accommodation/huis-maroela,2026-06-27T11:22:33.756257
57740.0,Ndlovu Rest,Self Catering,1680.0,Premium,52.0,5.78,https://www.lekkeslaap.co.za/accommodation/ndlovu-rest,2026-06-27T11:22:33.756257
20237.0,Umvangazi Rest,Self Catering,1430.0,Premium,22.0,2.44,https://www.lekkeslaap.co.za/accommodation/umvangazi-rest,2026-06-27T11:22:33.756257
27604.0,Bush and Gables House,Self Catering,5550.0,Luxury,15.0,2.08,https://www.lekkeslaap.co.za/accommodation/bush-and-gables,2026-06-27T11:22:33.756257
94565.0,Villa de Leeu,Self Catering,1796.0,Premium,34.0,3.78,https://www.lekkeslaap.co.za/accommodation/villa-de-leeu,2026-06-27T11:22:33.756257
82770.0,Mountain View Safari Lodge,Self Catering,2000.0,Premium,40.0,4.44,https://www.lekkeslaap.co.za/accommodation/mountain-view-safari-lodge,2026-06-27T11:22:33.756257
32225.0,Leadwood Tree Safari Lodge,Self Catering,1350.0,Premium,202.0,22.44,https://www.lekkeslaap.co.za/accommodation/leadwood-lodge,2026-06-27T11:22:33.756257
55582.0,Rooibos Luxury Bush Cottage,Self Catering,2000.0,Premium,23.0,2.56,https://www.lekkeslaap.co.za/accommodation/rooibos-bush-lodge,2026-06-27T11:22:33.756257
120498.0,The Eco Hut,Self Catering,2700.0,Luxury,10.0,1.39,https://www.lekkeslaap.co.za/accommodation/the-eco-hut,2026-06-27T11:22:33.756257
71287.0,Leopard's Lair Bush Lodge,Lodge,2800.0,Luxury,31.0,4.31,https://www.lekkeslaap.co.za/accommodation/leopards-lair-bush-lodge,2026-06-27T11:22:33.756257
128506.0,Plumtree House,Self Catering,5050.0,Luxury,1.0,0.14,https://www.lekkeslaap.co.za/accommodation/plumtree-house,2026-06-27T11:22:33.756257
54113.0,Francines Venue & Farmhouse,Guest House,867.0,Mid-Range,37.0,3.43,https://www.lekkeslaap.co.za/accommodation/francines-venue--farmhouse,2026-06-27T11:22:33.756257
89518.0,Heartland Self-catering Accommodation,Guest House,1089.0,Mid-Range,35.0,3.24,https://www.lekkeslaap.co.za/accommodation/heartland-self-catering-accommodation,2026-06-27T11:22:33.756257
63534.0,Swiblati Lodge,Self Catering,3950.0,Luxury,11.0,1.53,https://www.lekkeslaap.co.za/accommodation/swiblati-lodge,2026-06-27T11:22:33.756257
56602.0,Blyde River Log House,Self Catering,2290.0,Premium,7.0,0.78,https://www.lekkeslaap.co.za/accommodation/blyde-river-log-house,2026-06-27T11:22:33.756257
17367.0,Phakela Private Lodge,Lodge,1125.0,Mid-Range,25.0,2.31,https://www.lekkeslaap.co.za/accommodation/phakela-private-lodge-69,2026-06-27T11:22:33.756257
106059.0,Seven Olives Guest Rooms,Guest House,1050.0,Mid-Range,19.0,1.76,https://www.lekkeslaap.co.za/accommodation/seven-olives,2026-06-27T11:22:33.756257
69134.0,Waterberg Hideaway,Self Catering,1890.0,Premium,40.0,4.44,https://www.lekkeslaap.co.za/accommodation/waterberg-hideaway,2026-06-27T11:22:33.756257
102167.0,As Featured on Instagram The Pods,Self Catering,3450.0,Luxury,32.0,4.44,https://www.lekkeslaap.co.za/accommodation/the-pod-1--thaba-entle,2026-06-27T11:22:33.756257
131476.0,Zondereinde Accommodation,Self Catering,700.0,Mid-Range,7.0,0.65,https://www.lekkeslaap.co.za/accommodation/zondereinde-accommodation,2026-06-27T11:22:33.756257
98373.0,As Featured on Instagram The Tented Log Cabin,Game Lodge,3850.0,Luxury,4.0,0.56,https://www.lekkeslaap.co.za/accommodation/the-log-cabin--thaba-e-entle,2026-06-27T11:22:33.756257
118660.0,Indaka Lodge,Lodge,1300.0,Premium,30.0,3.33,https://www.lekkeslaap.co.za/accommodation/indaka-lodge,2026-06-27T11:22:33.756257
134312.0,Netsha Guesthouse,Guest House,1095.0,Mid-Range,15.0,1.39,https://www.lekkeslaap.co.za/accommodation/netsha,2026-06-27T11:22:33.756257
94608.0,Vanross Self-Catering Accommodation,Self Catering,1100.0,Mid-Range,14.0,1.3,https://www.lekkeslaap.co.za/accommodation/vanross-self-catering-accommodation,2026-06-27T11:22:33.756257
136832.0,Aloe Lodge,Lodge,3500.0,Luxury,2.0,0.28,https://www.lekkeslaap.co.za/accommodation/aloe-lodge-10,2026-06-27T11:22:33.756257
